essay_id,component_type,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
essay351,Premise,"people, who work in monotonous jobs, where no achievements or a new positions can be reached feel themselves more dissatisfied, even though they have a very good salaries",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay223,Claim,the television can have violent programs,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay175,Claim,sensationalism distract the viewers from public or social problems,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay142,Claim,the increase in life expectancy has some pressure on the Medicare system,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay361,MajorClaim,by allowing students to watch TV at both school and house can adversely impact on their overall growth,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay255,Premise,a public transportation can't meet every place,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay371,MajorClaim,people avoid eating meat mostly for the sake of their health and relegious aspect,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay053,Claim,"Human being has driven many animals for their personal use such as, cows and other milch animals for yielding milk from them",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay057,Premise,creativity also gives aesthetic charm,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay022,Claim,"it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay259,MajorClaim,working in the office is obviously better than working at home in terms of efficiency,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay212,MajorClaim,the immigrants should follow the customs in the new country,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay114,MajorClaim,there can be no school without a teacher,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay216,Claim,spending on renovating the highways and roads can improve the quality,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay087,MajorClaim,people that have their own business are more comfortable,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay370,MajorClaim,there have to be some alterations before IT has more serious impact on each individual's life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay057,Premise,This type of approach is a hurdle in promoting creative minds,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay329,MajorClaim,"it is necessary to have courage to take risks, be different and pursue your dream to have a successful life",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay178,Premise,"with sales promotion, it is easy for consumers to compare the price of the same merchandise before they buy",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay327,Premise,Having knowledge about other countries and their languages lead to extend the child's vision,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay274,MajorClaim,you should focus on what you are good at,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay020,Premise,The waste products and harmful gases produced by these factories cause a significant amount of air pollution,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay381,Claim,a society that its police force carries guns will be definitely seen as a highly violent one,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay104,MajorClaim,I would like to reiterate the necessity of the Internet in learning process,Upamana,Matched Upamana cues: like,,,
essay393,MajorClaim,"such details should be strictly censored, if not banned altogether",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay194,Premise,they did not wanted to eat their meals and then excused themselves saying that it was a way to train the animals,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay133,MajorClaim,"in era technology like this age, computer becomes important thing in human life",Upamana,Matched Upamana cues: like,,,
