essay_id,component_id,component_type,text
essay269,T9,Premise,"only if the employee is considered excellent in his boss's eyes, he will be more possible to enhance position"
essay269,T10,Claim,good specify knowledge is more crucial for future job
essay269,T11,Premise,"Studying harder in school, getting a good resume and absorbing lots of working knowledge, which can make these graduates more competitive than other applicants in one certain job"
essay269,T12,Premise,majority of people would choose the former
essay269,T13,Premise,it has more chance than the latter in terms of getting good jobs in the future
essay270,T1,Claim,it can improve the efficiency and reduce the crisis of our actions
essay270,T2,MajorClaim,"it is essential for people, especially young ones, to possess the ability to plan and organize"
essay270,T3,Claim,great planning and organizing ability is able to cause our actions more efficient and productive
essay270,T4,Premise,"Take myself as an example, I used to be overwhelmed by the burden of preparing for the final exam, submitting my paper, and finishing my internship work at the end of each term"
essay270,T5,Premise,"Yet, in this year, following the suggestion of my roommate, John, I make a to-do list to plan and organize perfectly everything I should get done in the final and hence take every tasks and trivials into control"
essay270,T6,Premise,"This plan ability helps me a lot, making me climb to the top rank of the class while finishing everything else"
essay270,T7,Claim,"the capacity to plan and organize also help young people to eliminate the crisis in their actions, which may ruin one's whole effort over a very long time"
essay270,T8,Premise,the employees in every company have to create profit as much as they can for their supervisors and complete their assignments perfectly
essay270,T9,Premise,"If some employees lack the ability to plan and organize ahead, they may get the procrastination and therefore take into action until the deadline is imminent"
essay270,T10,Premise,those employees who did not plan and finish their assignments ahead of time perhaps are unable to finish these tasks on time and therefore will be penalized or get fired
essay270,T11,Premise,Every employee can not afford this kind of loss
essay270,T12,Premise,the deadline of task is shifted to an earlier date for the change of company's schedule
essay270,T13,Claim,it is not need for young people to possess this ability
